title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Fight Song,Rachel Platten,6bRbeEgg8v8BQ0HuVuPE7v,0.639,0.707,7,-5.062,1,0.0739,0.0881,0.0,0.176,0.352,87.944,204067
Starships,Nicki Minaj,1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627
Hot N Cold,Katy Perry,1y4eb6hmAvsqlDOl3fx9kk,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227
Year 3000,Jonas Brothers,7BbyWKteSctTKe696qf7fw,0.622,0.919,11,-4.088,1,0.0651,0.0163,6.87e-06,0.523,0.81,107.06,201813
Nobody's Perfect - From “Hannah Montana 2”,Hannah Montana,1GBknQ67DCfKTPms1dw9EW,0.594,0.977,8,-4.193,1,0.0646,0.0597,3.49e-06,0.309,0.793,131.976,200827
She Looks So Perfect,5 Seconds of Summer,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496
Only Girl (In The World),Rihanna,0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,11,-4.241,0,0.0432,0.129,1.07e-05,0.069,0.611,125.906,235493
Fast Car,Tracy Chapman,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,296800
1985,Bowling For Soup,4UuHWIkAWnN176A2rx7YFB,0.607,0.878,4,-4.422,1,0.0665,0.000246,0.0,0.337,0.853,119.955,193000
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613
Thrift Shop (feat. Wanz),Macklemore,1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613
Thrift Shop (feat. Wanz),Ryan Lewis,1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613
Thrift Shop (feat. Wanz),Wanz,1CmUZGtH29Kx36C1Hleqlz,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,235613
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,6TaqooOXAEcijL6G1AWS2K,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747
All My Friends (feat. Tinashe & Chance the Rapper),Tinashe,6TaqooOXAEcijL6G1AWS2K,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747
All My Friends (feat. Tinashe & Chance the Rapper),Chance the Rapper,6TaqooOXAEcijL6G1AWS2K,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747
Rise Up,Andra Day,0tV8pOpiNsKqUys0ilUcXz,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,253342
FourFiveSeconds,Rihanna,5XzmZjXhMjDHr7ZfJ6DELQ,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903,188238
FourFiveSeconds,Kanye West,5XzmZjXhMjDHr7ZfJ6DELQ,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903,188238
FourFiveSeconds,Paul McCartney,5XzmZjXhMjDHr7ZfJ6DELQ,0.579,0.268,2,-5.65,1,0.0442,0.868,0.0,0.12,0.321,205.903,188238
Like A G6,Far East Movement,4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,216893
Like A G6,The Cataracs,4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,216893
Like A G6,DEV,4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,216893
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333
"Young, Wild & Free (feat. Bruno Mars)",Wiz Khalifa,5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333
"Young, Wild & Free (feat. Bruno Mars)",Bruno Mars,5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,207333
Stereo Hearts - feat. Adam Levine,Gym Class Heroes,6owo0er5niE655XpzUqPea,0.632,0.8,9,-3.278,1,0.0992,0.0387,0.0,0.201,0.791,89.97,212453
Stereo Hearts - feat. Adam Levine,Adam Levine,6owo0er5niE655XpzUqPea,0.632,0.8,9,-3.278,1,0.0992,0.0387,0.0,0.201,0.791,89.97,212453
Cooler Than Me - Single Mix,Mike Posner,2MIqLCofYbazo7rXz5RErV,0.767,0.824,7,-4.558,0,0.0479,0.174,0.0,0.357,0.623,129.96,214760
Cooler Than Me - Single Mix,Gigamesh,2MIqLCofYbazo7rXz5RErV,0.767,0.824,7,-4.558,0,0.0479,0.174,0.0,0.357,0.623,129.96,214760
Gold Digger,Kanye West,3QHPHLAkYV5cQBUYs6rowx,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627
Gold Digger,Jamie Foxx,3QHPHLAkYV5cQBUYs6rowx,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627
Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373
Love The Way You Lie,Rihanna,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373
Funky Town,Lipps Inc.,7723JnKU2R15Iv4T7OJrly,0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,239253
Fancy,Iggy Azalea,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938
Fancy,Charli XCX,3oiMJQAWVaxSubJ7b2VUtX,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938
Soak Up The Sun,Sheryl Crow,215JYyyUnrJ98NK3KEwu6d,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996,292307
Drop It Like It's Hot,Snoop Dogg,6HHytHLXLX8QfWTtGfFSvH,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,266067
Drop It Like It's Hot,Pharrell Williams,6HHytHLXLX8QfWTtGfFSvH,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,266067
All the Above (feat. T-Pain),Maino,1z667LebVh3DtYNrVJEao0,0.374,0.888,8,-3.197,1,0.12,0.0762,0.0,0.202,0.365,148.828,319940
All the Above (feat. T-Pain),T-Pain,1z667LebVh3DtYNrVJEao0,0.374,0.888,8,-3.197,1,0.12,0.0762,0.0,0.202,0.365,148.828,319940
Good Day,Nappy Roots,4cnqxdE2opmhp7MwkvhkAJ,0.859,0.654,9,-6.326,1,0.258,0.57,0.0147,0.498,0.897,94.004,261773
Live Your Life - feat. Rihanna,T.I.,16GHcGtW9Io7AuVdNmTjv3,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853
Live Your Life - feat. Rihanna,Rihanna,16GHcGtW9Io7AuVdNmTjv3,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853
Get Low,Lil Jon & The East Side Boyz,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067
Get Low,Ying Yang Twins,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,218320
rockstar,21 Savage,1OmcAT5Y8eg5bUPv9qJT4R,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,218320
All For You,Sister Hazel,2skmOCFU64Bg7Ytkgwliwe,0.633,0.754,8,-6.495,1,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,218707
Blinded By The Light (Single edit),Manfred Mann's Earth Band,6jkNs6ZRiLjIk87MWmSGWu,0.594,0.561,5,-11.666,1,0.0603,0.524,0.00222,0.0724,0.617,140.286,229000
Stay,Rihanna,1dEy9Pl81QopSxNsPxXQxv,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707
Stay,Mikky Ekko,1dEy9Pl81QopSxNsPxXQxv,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707
Home,Edward Sharpe & The Magnetic Zeros,7w5cxTEzp1rfV3KCy0Bd5N,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,303200
You're Beautiful,James Blunt,0vg4WnUWvze6pBOJDTq99k,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493
Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,1wVcLKdJ4AFKPhKucNvEpy,0.558,0.522,2,-5.857,1,0.036,0.228,0.0,0.104,0.228,83.977,271813
Beneath Your Beautiful (feat. Emeli Sandé),Emeli Sandé,1wVcLKdJ4AFKPhKucNvEpy,0.558,0.522,2,-5.857,1,0.036,0.228,0.0,0.104,0.228,83.977,271813
Run Away With You,Big & Rich,4Si4sumzW5G0n9vRsGLC2X,0.523,0.821,6,-4.166,0,0.0471,0.128,0.0,0.283,0.368,147.922,224960
Mr. Brightside,The Killers,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587
I Won't Give Up,Jason Mraz,05pKAafT85jeeNhZ6kq7HT,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,240166
Beautiful,Christina Aguilera,3TCauNPqFiniaYHBvEVoHG,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,Flo Rida,0xcl9XT60Siji6CSG4y6nb,0.623,0.882,0,-2.574,1,0.0322,0.0205,0.0,0.194,0.525,127.98,232616
Waterfalls,TLC,6qspW4YKycviDFjHBOaqUY,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507
Rude,MAGIC!,3tCwjWLicbjsMCvXhN0WOE,0.743,0.807,1,-3.78,1,0.0364,0.0435,0.0,0.309,0.899,144.062,224773
I Want It That Way,Backstreet Boys,6e40mgJiCid5HRAGrbpGA6,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600
Play That Song,Train,77hjM9bMmgfTGJXv14UFmi,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,243253
I Love Rock and Roll,Joan Jett Tribute Band,0gtAXJn0GMDNPyZMh76qGL,0.777,0.403,4,-11.633,1,0.0763,0.571,0.00402,0.199,0.882,93.176,171213
Lip Gloss,Lil Mama,1Y4ZdPOOgCUhBcKZOrUFiS,0.619,0.87,2,-4.956,1,0.501,0.41,1.37e-06,0.0571,0.94,188.772,219773
Diamonds,Rihanna,65YsalQBmQCzIPaay72CzQ,0.554,0.669,11,-6.041,0,0.0426,0.00108,0.0,0.138,0.405,91.993,225200
Beat It,Michael Jackson,6pBM20jZldvNlbNcnwAX0y,0.782,0.866,3,-3.763,0,0.0489,0.0505,1.39e-05,0.218,0.896,138.859,257907
Cowboy Take Me Away,The Chicks,3rXCZRMiMZp0feGcYXpwYX,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,6yIdwnpDHufLWgQcveTPMk,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200
I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,6yIdwnpDHufLWgQcveTPMk,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200
She Will Be Loved,Maroon 5,7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,257133
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827
It's Raining Men,The Weather Girls,7iFwfXNYy0goAL54aupC7Q,0.692,0.856,1,-7.786,1,0.0696,0.0468,0.507,0.252,0.576,136.913,326333
Sk8er Boi,Avril Lavigne,4omisSlTk6Dsq2iQD7MA07,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000
All Star,Smash Mouth,19fm0eNKTeg1JbHCHwPhLe,0.73,0.862,11,-5.876,1,0.0313,0.0398,0.0,0.0818,0.77,104.018,200560
Let's Get Crazy,Hannah Montana,5J0d605KKCz4x8zbUKTaPe,0.72,0.913,7,-3.67,1,0.0491,0.00303,6.24e-05,0.348,0.8,124.997,155600
Blank Space,Taylor Swift,2sC2P3BN0IXujNaaSyDmtP,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,231827
Bad Blood,Taylor Swift,0yN4fNzmVnmgC0dsOoi9Wh,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,211933
Wildest Dreams,Taylor Swift,106R7Z57WYzBAfrXImV30y,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440
We Are Never Ever Getting Back Together,Taylor Swift,1OYARuagDrpgNNQ4loO1Cs,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,191880
Forever & Always,Taylor Swift,47HtKpfzpAt8rQjjXWotFj,0.608,0.821,10,-4.985,1,0.0576,0.0752,0.0,0.11,0.544,128.042,225320
Picture To Burn,Taylor Swift,32mVHdy0bi1XKgr0ajsBlG,0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,173067
Despacito - Remix,Luis Fonsi,6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827
Despacito - Remix,Daddy Yankee,6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827
Despacito - Remix,Justin Bieber,6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827
September,"Earth, Wind & Fire",5nNmj1cLH3r4aA4XDJ2bgY,0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,214827
It Started With a Whisper,U.K. Mix Masters,6RBVYpcVH3asWTusbGgjak,0.486,0.834,3,-7.491,1,0.0341,6.29e-05,0.00044,0.209,0.853,77.5,178097
Ignition - Remix,R. Kelly,5dNfHmqgr128gMY2tc5CeJ,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067
Everytime We Touch,Cascada,1eOHw1k2AoluG4VyjBHLzX,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,196467
Find A Way,Amy Grant,0szU1fWxpXgr47uB6ezphl,0.72,0.876,10,-4.828,0,0.0339,0.186,0.0,0.313,0.489,129.464,208400
"Too Much To Ask - Recorded At RAK Studios, London",Niall Horan,3GInDh3WMfEmAIQcopehGS,0.462,0.389,0,-11.173,1,0.0342,0.596,0.0,0.0905,0.334,78.171,217932
Drive By,Train,0KAiuUOrLTIkzkpfpn9jb9,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,195973
Location,Khalid,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080
Everytime We Touch,Cascada,5YnKmPZytgkywuHktntXDV,0.64,0.989,8,-3.707,1,0.0708,0.00328,2.07e-06,0.364,0.49,142.024,199867
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0M7mWKqwTIaVjYyxfZmtTa,0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,195533
Don't,Ed Sheeran,5W2opDlEE4V6azri6kC4aT,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,219840
The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,0UREO3QWbXJW3gOUXpK1am,0.824,0.684,10,-7.354,0,0.0935,0.00278,1.45e-06,0.0481,0.87,101.152,177267
Morocco,Moon Taxi,30lgD1UuHczwlxa7NZFeSQ,0.616,0.894,1,-3.209,0,0.0508,0.0178,0.000103,0.153,0.542,115.077,208080
Take A Bow,Rihanna,3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,229413
Piano Man,Billy Joel,3FCto7hnn1shUyZL42YgfO,0.334,0.472,0,-8.791,1,0.0277,0.6,3.62e-06,0.317,0.431,179.173,336093
Fresh Eyes,Andy Grammer,4nMlau89VAjmV7agkl7OY3,0.822,0.544,0,-6.797,1,0.0332,0.562,2.4e-05,0.144,0.861,122.047,198001
Irreplaceable,Beyoncé,6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853
Marry Me,Train,0VZ9xPNa6ROafP6GYYuv2S,0.366,0.269,0,-8.456,1,0.0287,0.829,1.67e-05,0.108,0.492,86.577,205453
Bruises (feat. Ashley Monroe),Train,3adeqciqrsp6PQqR0hGDC7,0.63,0.791,2,-4.497,1,0.0279,0.0131,6.83e-06,0.232,0.491,102.963,231787
Bruises (feat. Ashley Monroe),Ashley Monroe,3adeqciqrsp6PQqR0hGDC7,0.63,0.791,2,-4.497,1,0.0279,0.0131,6.83e-06,0.232,0.491,102.963,231787
You're The One That I Want - From “Grease”,John Travolta,6UUzt6LPtVNwy8l6jqu9C9,0.743,0.774,0,-5.916,1,0.0941,0.256,5.03e-05,0.155,0.833,106.564,167613
You're The One That I Want - From “Grease”,Olivia Newton-John,6UUzt6LPtVNwy8l6jqu9C9,0.743,0.774,0,-5.916,1,0.0941,0.256,5.03e-05,0.155,0.833,106.564,167613
Beautiful Soul,Jesse McCartney,1HwpWwa6bnqqRhK8agG4RS,0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,214227
Weak,AJR,7fBHjuqAIVOdy5xoNxy5YQ,0.669,0.579,5,-6.341,1,0.0468,0.131,0.0,0.19,0.66,123.979,201159
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154
Cruise,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960
iSpy (feat. Lil Yachty),KYLE,2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107
iSpy (feat. Lil Yachty),Lil Yachty,2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107
Strip That Down,Liam Payne,6EpRaXYhGOB3fj4V2uDkMJ,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502
Strip That Down,Quavo,6EpRaXYhGOB3fj4V2uDkMJ,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,204502
Thunder,Imagine Dragons,5VnDkUNyX6u5Sk0yZiP8XB,0.604,0.826,0,-4.804,1,0.0434,0.00782,0.15,0.154,0.241,167.985,187147
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160
Something Just Like This,Coldplay,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160
Brand New,Ben Rector,5EQ9yEra0SzVd673ZfKT4C,0.553,0.936,9,-5.015,1,0.11,0.00338,1.35e-06,0.102,0.412,144.884,243933
Cold Water,Major Lazer,7zsXy7vlHdItvUSH8EwQss,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360
Cold Water,Justin Bieber,7zsXy7vlHdItvUSH8EwQss,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360
Cold Water,MØ,7zsXy7vlHdItvUSH8EwQss,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360
Me And My Broken Heart,Rixton,1oew3nFNY3vMacJAsvry0S,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,193733
New Man,Ed Sheeran,5HDPtsnyb3maFmPL8LLUTG,0.78,0.745,7,-3.97,1,0.145,0.0559,0.0,0.0595,0.862,94.026,189280
Cake By The Ocean,DNCE,42ftjU4cTN5UTRksyqBKZJ,0.771,0.76,4,-5.459,0,0.0514,0.147,0.0,0.053,0.881,119.0,218440
Treasure,Bruno Mars,1GDrGx9VWaAgaekuddnLYq,0.872,0.699,5,-5.071,0,0.0349,0.0291,0.000121,0.0639,0.934,116.033,176093
"Honey, I'm Good.",Andy Grammer,4MflGTO2ZTcSQ12bWcyRgI,0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.351,0.595,122.014,199263
Safe And Sound,Capital Cities,6BnONjR7itGMEqwxKTIlRM,0.653,0.822,0,-4.857,1,0.033,0.00021,0.0047,0.0838,0.762,117.949,192790
Payphone,Maroon 5,4P0osvTXoSYZZC2n8IFH3c,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387
Payphone,Wiz Khalifa,4P0osvTXoSYZZC2n8IFH3c,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387
Want to Want Me,Jason Derulo,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Justin Bieber,3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Quavo,3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Chance the Rapper,3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",Lil Wayne,3DXncPQOG4VBw3QHh3S817,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600
Billionaire (feat. Bruno Mars),Travie McCoy,16Ldvr8SKdenSlADkLsdYF,0.597,0.752,6,-4.611,0,0.253,0.266,0.0,0.124,0.57,86.685,209720
Billionaire (feat. Bruno Mars),Bruno Mars,16Ldvr8SKdenSlADkLsdYF,0.597,0.752,6,-4.611,0,0.253,0.266,0.0,0.124,0.57,86.685,209720
These Girls,Why Don't We,1Fc4NYNUePCq7ab5ftg7Ty,0.71,0.781,7,-4.762,0,0.0536,0.12,0.0,0.0579,0.546,131.916,169012
"Honey, I'm Good.",Andy Grammer,4orphgwPHHRsdEkfUmANSD,0.753,0.796,9,-6.406,1,0.0576,0.0378,0.0,0.331,0.605,122.025,199263
Rain Is A Good Thing,Luke Bryan,1YhFtqwcN138S6ng3MT1nN,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160
Bottoms Up,Brantley Gilbert,477pWnF7WFWb9Qs6g8rs4J,0.476,0.857,7,-5.733,1,0.0432,0.113,0.0,0.135,0.543,169.975,220200
Jumpman,Drake,27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,205879
Jumpman,Future,27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,205879
Don't Stop Believin',Journey,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987
Twist And Shout - Remastered 2009,The Beatles,5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227
Jessie's Girl,Rick Springfield,6EUumCXY2GwkIKcuVGfJyM,0.704,0.77,2,-8.843,1,0.0526,0.113,0.0,0.101,0.839,131.57,195933
Eye of the Tiger,Survivor,64F1ojnPPiJiFZtYQtHB7r,0.823,0.562,0,-10.134,0,0.0318,0.156,0.00033,0.0861,0.562,108.863,245533
Back In Black,AC/DC,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493
Crazy Train - 2002 Version,Ozzy Osbourne,61nSbxyL6VRPp32AMscxiF,0.465,0.902,9,-4.628,1,0.0587,0.0184,0.00114,0.348,0.603,137.272,289467
Sweet Child O' Mine,Guns N' Roses,7o2CTH4ctstm8TNelqjb51,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520
Any Way You Want It,Journey,2DyHhPyCZgZzNXn1IrtsTu,0.519,0.934,7,-7.137,1,0.0471,0.000312,0.00457,0.137,0.586,138.162,201867
Backroad Song,Granger Smith,5ix3mPn7JFsKTVoidu6dBw,0.488,0.833,11,-6.571,1,0.0437,0.0352,0.0172,0.34,0.751,174.006,236787
Tennessee River Run,Darryl Worley,1cRSoGZl1JkZBSOyohlPVq,0.521,0.961,0,-5.616,1,0.0402,0.152,5.41e-06,0.309,0.922,182.12,203200
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,1yEwEiTpsaPhQi9lb5EVV4,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.61,90.987,203173
Knee Deep (feat. Jimmy Buffett),Jimmy Buffett,1yEwEiTpsaPhQi9lb5EVV4,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.61,90.987,203173
